 64 C-HiZ_z1_96            149.889430   2.252155  21.9074  23.8887  22.5491 -21.29   5.02377914326200e+09 0.000000 I  1 -15.176281  0.930048 0.279015 0.0 0.620874 53.13727 15.62745 0 0.839504   8.04416761337138e-17   4.09293510545979e+41  9.358646  99.0968 0 0 -30.000000  18.37587   25.96807  18.37494   25.93883    4.18315    8.38609 0 DN     28.71   11.64    15.07    0.00   79.148    6.630   76.408    6.401 O    0.26898    0.10000    0.23818    0.12781    0.10900
 65 C-HiZ_z1_98            149.899480   2.002861  22.1288  23.1336  22.5145 -20.81   3.22871681789997e+09 0.000000 I  1  47.852589  2.822701 0.846810 0.0 0.373063 71.25142 19.25028 0 0.849309   2.69626544481606e-17   1.41169452126211e+41  3.227891  60.6974 0 0  36.000000  80.78864   90.97884  71.84087   80.13128    6.79597   16.28281 0 RT+   269.16   99.86   116.06    0.00   38.879   19.440   30.068   15.034 M    0.73153    0.21946    0.99675    0.68165    0.65634
 66 C-zcos_z1_1            150.304950   1.876348  22.3903  23.0855  22.5906 -20.42   2.25439596109858e+09 0.000000 I  1 -72.676392  4.097195 1.229159 0.0 0.792973 38.44918 12.68984 0 0.906428   2.32404895156567e-17   1.42868045673713e+41  3.266730  73.2221 0 0 -31.000000  65.75014  110.08805  84.81108  140.46101   31.22743   60.81166 0 RT    684.84  304.31   429.26    0.00   52.240    6.709   52.104    6.691 O    1.14789    0.34437    3.52157    2.17179    1.73353
 67 C-zcos_z1_1015         149.946400   2.302520  20.1924  22.3825  21.0304 -23.18   2.86437784339351e+10 0.000000 I  1 -45.938046  7.291261 2.187378 0.0 0.433048 66.91994 18.38399 0 0.888595   5.18806523835311e-17   3.03669815080207e+41  6.943521 105.5092 0 0 -55.000000 229.91249  253.36447 250.81596  274.38025   25.71124   62.53057 0 RT+  2380.69  890.40  1067.33    0.00   71.695   35.847   67.196   33.598 M    2.07240    0.62172    6.62799    4.58404    4.37237
 68 C-zcos_z1_1021         149.920850   2.306885  21.5984  22.5530  21.8976 -21.74   7.60378946420346e+09 0.000000 I  1  25.984711  3.687601 1.106280 0.0 0.481771 63.42727 17.68545 0 0.927273   5.35807456255615e-17   3.48397909274581e+41  7.966246  79.2052 0 0  15.000000  79.55087   93.23171  95.07090  110.22160   13.96561   28.06463 0 RT+   483.68  187.44   226.48    0.00   56.629    2.008   56.392    2.000 O    1.03559    0.31068    1.51238    0.74435    0.66519
 69 C-zcos_z1_13           150.146540   2.185928  21.7450  23.0657  22.1293 -21.58   6.56190809713629e+09 0.833000 H  1  58.388550  3.259006 0.977702 0.0 0.834920 34.17490 11.83498 0 0.927486   2.29074198975041e-17   1.49035357294405e+41  3.407748  72.0979 0 0  45.000000  70.92576  134.94629  68.68484  129.46791   28.48038   61.89487 0 RT    502.10  222.28   337.23  513.57   56.633   28.317   43.165   21.582 M    0.75115    0.22534    2.36534    1.91425    1.62984
 70 C-zcos_z1_1451         150.351040   1.986955  20.7809  23.1291  21.6872 -22.54   1.58865848269011e+10 0.000000 I  1  62.512489  3.296860 0.989058 0.0 0.648875 50.94900 15.18980 0 0.829026   1.04940087101330e-16   5.17680803947964e+41 11.836962 143.1913 0 0  73.000000  80.39264  110.57719  81.80914  111.47285   16.93251   36.77285 0 RT    437.34  175.00   232.06    0.00  112.979   56.490   86.426   43.213 M    0.70046    0.21014    1.68383    1.23187    1.12888
 71 C-zcos_z1_15           150.085350   2.257465  21.2668  23.1710  22.0861 -22.40   1.39646490696788e+10 1.034000 H  2 -16.321793  5.291031 3.174619 0.5 0.620000 53.00000 25.88923 1 0.924967   3.82450626281047e-17   2.47156867445966e+41  5.651332  83.6062 0 0 -11.000000 133.21594  173.22780 148.25546  190.69937   41.70772  143.51517 0 RT+  1200.71  912.48  1375.23 1257.49   55.662   27.831   46.856   23.428 M    1.22040    0.73224    3.24333    4.00123    3.24889
 72 C-zcos_z1_156          150.406860   1.952865  21.5206  22.1813  21.6791 -21.62   6.80817185736773e+09 0.000000 I  1 -52.253448  2.125523 0.637657 0.0 0.609394 54.01951 15.80390 0 0.868009   8.08876692917052e-17   4.46862132324730e+41 10.217667  81.3344 0 0 -39.000000  53.79303   73.16937  54.04113   73.12278   10.27848   22.61738 0 RT+   184.95   72.92    94.84    0.00   52.884    2.104   50.263    2.000 O    0.44512    0.13354    0.59119    0.30841    0.26188
 74 C-zcos_z1_162          150.390530   1.957027  20.1305  21.8657  20.7873 -23.52   3.91769271267577e+10 0.000000 I  1 -88.717712  5.175065 1.552519 0.0 0.754024 42.09729 13.41946 0 0.960410   1.16213288837324e-16   8.24120737359736e+41 18.843822 108.4486 0 0 -76.000000 181.79634  284.38696 187.51553  290.18149   54.21553  115.34151 0 RT+  1787.03  751.57  1059.00    0.00   63.777   31.889   40.867   20.433 M    1.05352    0.31606    1.80388    1.37899    1.22519
