stage,old_nctrl,new_nctrl,energy_before,energy_after,relative_energy_jump,dmin,Lk512,certified
1,16,20,16.153451059265524,16.24838828936839,0.005877210371613387,0.06409008089832466,-1.0027025500053208,1
