beta,grid_n,h,mode,eigenvalue,localized_fraction,dominant_l,purity,score_l0,score_l1,score_l2,score_l3
0.25,29,0.19999999999999973,13,2.8185183502083544,0.36628434060086545,1,0.4764718726570769,3.917349981686236e-08,0.4764718726570769,1.6217158456573426e-07,0.38445686902185083
0.25,29,0.19999999999999973,14,2.971906198899136,0.2999453009841918,3,0.9353841806547301,2.862209506637736e-08,7.174362448665953e-08,4.793633392568642e-09,0.9353841806547301
0.25,29,0.19999999999999973,15,2.971913936208312,0.3001802748775838,3,0.9353834842985781,3.582568063240205e-09,1.6167150336186843e-07,8.915233228194553e-09,0.9353834842985781
0.25,29,0.19999999999999973,16,2.9719267377021326,0.3001127378954623,3,0.9353823234673615,7.82877863709523e-10,5.639353408931834e-08,2.6671839068217373e-09,0.9353823234673615
0.25,29,0.19999999999999973,17,3.764626867448208,0.4756499750748957,3,0.5314283379908191,3.1954533249154646e-06,0.3829353557560985,6.310620071441366e-07,0.5314283379908191
0.5,23,0.25,0,-0.8872118645716903,0.916812149069699,0,0.9973098753550049,0.9973098753550049,0.001934141629198323,0.0021032698008012205,0.0026644694286066923
0.5,23,0.25,1,0.5492888737080935,0.6598242898419316,1,0.9735072145092006,3.7693703081841113e-07,0.9735072145092006,4.081343081020527e-07,0.011958100848106546
0.5,23,0.25,2,0.5506845817936534,0.6592436407327633,1,0.9736790783494716,2.4544872982253566e-08,0.9736790783494716,5.585664521505778e-07,0.012020971884000916
0.5,23,0.25,3,0.5515359211862465,0.6588861913402285,1,0.9736317287301818,3.2713721937814084e-07,0.9736317287301818,2.9824229245246425e-07,0.01204448868714489
0.5,23,0.25,4,1.335903428623385,0.47733899286152615,0,0.9256911505216484,0.9256911505216484,0.002239792784228889,0.002438752044806889,0.0030808125749704745
0.5,23,0.25,5,1.5644316716097133,0.4070182896934837,2,0.9404192728824268,1.360192601714204e-07,6.103837376246781e-07,0.9404192728824268,6.875318117426705e-08
0.5,23,0.25,6,1.5645688569535274,0.406939069073979,2,0.9404030953954242,6.905130651523054e-08,2.979545061873862e-07,0.9404030953954242,3.09500046314171e-08
0.5,23,0.25,7,1.5647354871087231,0.4068369597799794,2,0.940385364936507,4.571111631168048e-11,4.451418752176451e-11,0.940385364936507,1.3206345404524537e-11
0.5,23,0.25,8,2.0022782131556562,0.552971014237429,2,0.959142952871593,2.0527297026891234e-06,1.491884491877073e-08,0.959142952871593,2.4517022630791515e-08
0.5,23,0.25,9,2.00258402306063,0.552834052501009,2,0.9592058779567068,6.9300932557161e-07,1.1118007810057603e-06,0.9592058779567068,1.2508869664415982e-07
0.5,23,0.25,10,2.4916349722562967,0.21494930409820456,3,0.8728828290051055,7.655398247764377e-12,6.385652971640849e-10,3.6848246568132237e-11,0.8728828290051055
0.5,23,0.25,11,2.7992093931036033,0.37553865147936705,1,0.4842403636026627,6.170141150859955e-07,0.4842403636026627,1.3634257314915798e-06,0.3789116453535715
0.5,23,0.25,12,2.8014230095843793,0.37530128203131236,1,0.48317547002929623,1.1431547717964527e-08,0.48317547002929623,1.3045215481675783e-06,0.3813135148488778
0.5,23,0.25,13,2.802787653156443,0.37513430040906115,1,0.48212380402707955,1.690964350926268e-07,0.48212380402707955,8.05994500304099e-07,0.3822611636563565
0.5,23,0.25,14,2.9580116625912924,0.3091021743274831,3,0.936133675849526,1.172985173823155e-07,3.1429671781600587e-07,2.563820041150443e-08,0.936133675849526
0.5,23,0.25,15,2.958030737679121,0.3090918147552142,3,0.9361318734713616,1.9164947326014653e-08,6.586436500707345e-07,3.924282028830901e-08,0.9361318734713616
