old_nctrl,new_nctrl,energy_before,energy_after,relative_energy_jump,smoothing_lambda,rms_geometry_error,hausdorff_error,dmin,Lk512,certified
16,20,16.147033009032477,16.262110605785494,0.007126857094343265,0.025,0.054849477805996666,0.060058213551361525,0.060564008285742196,-1.0024060344447379,1
