alpha,samples,strand,mode,eigenvalue,dominant_l,score_l0,score_l1,score_l2,length,potential_min,potential_max
0.0,512,0,8,82.16235569842817,2,5.0295159649777085e-26,0.014788938538447184,0.07460206556836796,2.773074093811138,-0.0,-0.0
0.0,512,0,9,128.3954459744093,2,4.827023581835923e-26,0.0471427501212086,0.08363959146902643,2.773074093811138,-0.0,-0.0
0.0,512,0,10,128.39750404580542,2,1.5285841053919431e-27,0.01166773193087435,0.06316525662658173,2.773074093811138,-0.0,-0.0
0.0,512,0,11,184.9218507197823,2,9.50643120122921e-27,0.026891281947848473,0.0688613973431378,2.773074093811138,-0.0,-0.0
0.0,512,0,12,184.9260377413783,2,8.807384220720708e-27,0.020925613464828775,0.06026605971308506,2.773074093811138,-0.0,-0.0
0.0,512,0,13,251.75403412902375,2,5.0726520030655136e-30,0.004178087685148895,0.06004448901245377,2.773074093811138,-0.0,-0.0
0.0,512,0,14,251.7562712083742,2,1.7025425251975722e-28,0.03172589217782852,0.054448652644045234,2.773074093811138,-0.0,-0.0
0.0,512,0,15,328.9018523671856,2,6.162119921747803e-30,0.020954898549651407,0.04545714199570078,2.773074093811138,-0.0,-0.0
0.0,512,0,16,328.9043697218333,2,5.297467692645917e-28,0.005350893404419995,0.04947853210102404,2.773074093811138,-0.0,-0.0
0.0,512,0,17,416.38029435097053,2,6.453261289965962e-28,0.01969936644067166,0.03703403370196757,2.773074093811138,-0.0,-0.0
0.0,512,1,0,-1.9597990407300073e-10,0,1.0000000000000004,0.4977871398160894,0.9999989246801098,3.587764272491925,-0.0,-0.0
0.0,512,1,1,3.0670442975890273,2,4.433776094844859e-24,0.6518249238723577,0.8919660979805974,3.587764272491925,-0.0,-0.0
0.0,512,1,2,3.06705144616227,1,1.2340255928509628e-24,0.8565320709961999,0.5425569689965779,3.587764272491925,-0.0,-0.0
0.0,512,1,3,12.26879869786621,2,4.792697338006679e-25,0.09979257926078722,0.3889023203386524,3.587764272491925,-0.0,-0.0
0.0,512,1,4,12.269045204732393,2,1.0929196320613622e-24,0.08736831708648299,0.32817478878953243,3.587764272491925,-0.0,-0.0
0.0,512,1,5,27.607374869184746,1,1.0936535049045251e-26,0.15643267619727005,0.1492381615199635,3.587764272491925,-0.0,-0.0
0.0,512,1,6,27.608252327603306,2,1.3865977895881358e-25,0.035116430973369236,0.06657562075419159,3.587764272491925,-0.0,-0.0
0.0,512,1,7,49.087226042607426,2,2.9971696485274874e-27,0.02128632045547175,0.05262084050670978,3.587764272491925,-0.0,-0.0
0.0,512,1,8,49.0875237358332,1,5.484823152244235e-26,0.20581904067985257,0.10786214707517693,3.587764272491925,-0.0,-0.0
0.0,512,1,9,76.71191351586648,2,1.9790141980368848e-28,0.009975612764403964,0.11248346202816968,3.587764272491925,-0.0,-0.0
0.0,512,1,10,76.71352355626576,2,7.950054436371059e-27,0.11876205544119743,0.14079894611364635,3.587764272491925,-0.0,-0.0
