alpha,samples,strand,mode,eigenvalue,dominant_l,score_l0,score_l1,score_l2,length,potential_min,potential_max
0.1,512,0,9,128.13367482819376,2,7.367255487283227e-08,0.04894451524432535,0.08111209380836513,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,10,128.14894633041763,2,3.0037031154287446e-11,0.009408012134723105,0.06509986861208145,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,11,184.66377331082674,2,1.906863867447496e-08,0.039632850408914316,0.06831133906261021,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,12,184.67370326630243,2,1.091777413012418e-09,0.00790769058074101,0.0604171163898536,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,13,251.49836932372136,2,6.600860278030784e-09,0.03173737045686088,0.054134393102987656,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,14,251.50145758538878,2,2.0868779259758608e-12,0.003991932690033172,0.06006665469001068,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,15,328.6451578035269,2,2.1480942544141913e-09,0.02318452307115587,0.043701868516747275,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,16,328.65052727968964,2,8.362023728415615e-11,0.003014271438164911,0.0510158205504773,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,0,17,416.12388209422556,2,8.312735495202262e-10,0.019585126885307082,0.036874365375268635,2.773074093811138,-1.0024695974095428,-0.12839809773484467
0.1,512,1,0,-0.22311014405309554,2,0.9985141306327099,0.4679213534493499,0.9997214739021756,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,1,2.7901198905223703,2,0.0014325735216842786,0.6687809390681487,0.90547880576738,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,2,2.9100216643890002,1,1.1195875031120265e-07,0.8782317347406711,0.5189283801705608,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,3,12.024044959997202,2,4.8952372952756685e-05,0.10687813885048357,0.32703450121645494,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,4,12.078797782844163,2,3.6048271114789584e-08,0.07690737958855702,0.40494837917893123,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,5,27.377085636802907,1,3.3803306681600125e-06,0.15803517340995074,0.14218829963369406,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,6,27.40294164700921,2,6.348393270455292e-10,0.03217449680930255,0.07210592281425268,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,7,48.86273871046751,1,6.440562885328267e-07,0.21000333067210566,0.10781160783325856,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,8,48.876145271524436,2,4.485142681128329e-10,0.01577725618001973,0.05226263191246144,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,9,76.49200496690196,2,1.320429238816625e-07,0.11925060340429842,0.13699334885128653,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,10,76.49742813324943,2,4.108180060656652e-12,0.008426293879278,0.11635915859163144,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,11,110.26937279125315,2,2.62568964441837e-08,0.09003401160431082,0.0960424527713845,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,12,110.27536508866817,2,7.573532837642747e-11,0.006118248619043403,0.12260035162088839,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,13,150.20983265034977,2,7.534887115226332e-09,0.05859595497410335,0.0788306287068328,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,14,150.21100415558982,2,5.216470369165408e-10,0.00594893417515831,0.1393119622229892,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,15,196.3174723487699,2,3.032413167171102e-11,0.0016197922546123936,0.1289969902452187,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,16,196.31923005200463,2,2.451065342885721e-09,0.03261906969766336,0.06442142158546235,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.1,512,1,17,248.60527943704585,2,6.708916271904533e-10,0.02238957945479525,0.043836316368924315,3.587764272491925,-0.7606963419635389,-0.11089141019371582
0.3,128,0,0,-0.8142092217908541,2,0.9912122672990142,0.8703551799305427,0.99955102449777,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,1,4.176970356057295,2,0.008543653763647028,0.5909599753597301,0.9508098418872555,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,2,4.588264587246046,2,5.675380396899934e-06,0.8453169034069027,0.9671449028914757,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,3,19.705884622955807,2,0.00021540889878042177,0.1652265734836686,0.3436041024562499,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,4,19.90109542293193,2,2.152496354938205e-07,0.08712757551324664,0.2246199661189024,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,5,45.515395524636155,2,1.891968040215192e-05,0.06243356667358603,0.12056072783369055,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,6,45.61727227951004,2,3.570893369274021e-10,0.027736937651418568,0.1387297978584005,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,7,81.70787888775479,2,2.9699281491507825e-06,0.06055137611791803,0.10593538974850757,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,8,81.79049981833413,2,3.200979985868684e-09,0.015790328946121507,0.07692998409642084,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,9,128.42762388974936,2,6.253346968303588e-07,0.04781560801273552,0.08227898936499022,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,10,128.49874532651805,2,4.464693522240432e-09,0.009850461996224276,0.06497332915978477,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,11,185.8148902785121,2,1.2205698230216773e-07,0.031169043825212666,0.06941243604383311,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,12,185.88998181530167,2,4.8929508525848454e-08,0.015861395365924555,0.060519780989588955,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,13,254.08277411990053,2,1.372911813394219e-09,0.004790046976242599,0.06062498212590724,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,14,254.1039338021171,2,5.407550689959195e-08,0.030578060889814615,0.05465115422528637,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,15,333.3696579784281,2,1.6460070559356003e-08,0.021950536469111756,0.044740377370729084,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,16,333.4200960764856,2,2.0198140695015517e-09,0.004006572517003282,0.050639229481621875,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,0,17,423.95206982370473,2,6.7754566309632615e-09,0.01954604617692794,0.03710984211565287,2.7725235486343225,-3.0071659836951916,-0.385235395186779
0.3,128,1,0,-0.7025778030927121,2,0.9853637137839197,0.4076901699919158,0.9971642384138414,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,1,2.2557957387353786,2,0.014178415298776496,0.741623175196952,0.8971383811107214,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,2,2.5962478184141364,1,9.875153215952383e-07,0.8839380879086757,0.5090390638681721,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,3,11.562319294839533,2,0.0004212178303238045,0.10450693964089439,0.3468257234388038,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,4,11.715375376686463,2,2.2074551658105526e-07,0.07319099184320195,0.41690565078266134,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,5,26.997469854206983,1,2.8502689164688898e-05,0.15727959151719872,0.14235452257889997,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,6,27.08265140609977,2,1.965222806562329e-08,0.031088822069021808,0.06981682271869184,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,7,48.66868948798217,1,5.481989748439791e-06,0.20926547995274927,0.1073260597892553,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,8,48.70360107274595,2,6.9055050425218755e-09,0.01487725152020445,0.053601367297265196,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,9,76.65441949977031,2,2.5427151470519336e-08,0.014658985035587584,0.10916042532719046,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,10,76.66106104323023,2,1.0917432638544402e-06,0.11127861716218831,0.14817244964793355,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,11,111.03147730280179,2,2.190874622681096e-07,0.08784007634550291,0.09501203032730515,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,12,111.08698056346199,2,1.5980463855023904e-09,0.006880685708520669,0.12670449852893317,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,13,152.012323599716,2,1.1852024462987379e-08,0.013266104873535859,0.14016532625117328,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,14,152.0243671324218,2,5.517684214632421e-08,0.0501109606188948,0.08022571760000062,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,15,199.66369140103234,2,2.761741471565373e-10,0.0015988104570048853,0.1305479386602369,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,16,199.70770896310387,2,1.9980524847308927e-08,0.0317397734435984,0.06422926147519842,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,128,1,17,254.2049363688082,2,5.343702201897724e-09,0.021692732548849833,0.04341622575336316,3.587056141384256,-2.279231106313142,-0.3328200369088145
0.3,256,0,0,-0.8141034937565985,2,0.9912034799626381,0.8700151334549531,0.999547852147232,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,1,4.174401648308741,2,0.008551539993852404,0.5895589308904733,0.9504198254736568,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,2,4.585913664001678,2,5.690492969113387e-06,0.8449431084035335,0.9669684141035874,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,3,19.683697092679306,2,0.00021615408406472217,0.16475119894452264,0.34131982815373146,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,4,19.878808071900377,2,1.7326268478459283e-07,0.08694004748756999,0.22135822624671753,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,5,45.41810148292086,2,1.9046166633393424e-05,0.06211898769144673,0.11930608220404787,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,6,45.52414691662602,2,1.0941181226967588e-09,0.027783328480348563,0.13702290152484817,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,7,81.43333139800163,2,3.0070172312400124e-06,0.05971300761163946,0.10427618964369519,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,8,81.50198357635583,2,1.0288757287114437e-10,0.016317056033669678,0.07655699705194056,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,9,127.77429312055139,2,6.415281031799087e-07,0.04818707011783938,0.08062206725166318,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,10,127.82128459246783,2,5.219994544358479e-10,0.009307707738753546,0.06486430104714729,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,11,184.48132587760614,2,1.6133064272519938e-07,0.038187249428519476,0.06817347692885307,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,12,184.51315570846526,2,1.4748143555700126e-08,0.008815971113645155,0.060171186176744086,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,13,251.60652216067768,2,5.749702400243465e-08,0.03138398952737476,0.05382693058318194,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,14,251.61336003048035,2,2.3677669099576067e-10,0.0039979669055654745,0.06013661077437397,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,15,329.17868753086185,2,1.852695294904485e-08,0.022848099640571988,0.04369369748446639,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,16,329.19720279671986,2,9.656732515433054e-10,0.003134529647713057,0.05082219557588552,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,0,17,417.2777561710006,2,7.249762342676777e-09,0.019484936626698552,0.036786878396437635,2.7729637911425575,-3.0071659836951916,-0.38519429320453397
0.3,256,1,0,-0.7025209248944682,2,0.9853495659346502,0.40728401420038474,0.9971504750984852,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,1,2.2541780723984566,2,0.014190589228294343,0.7415301324715646,0.8967745212956832,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,2,2.594740159943277,1,1.0113955655333272e-06,0.8838068644475146,0.5090034585498311,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,3,11.545565118780132,2,0.0004228180981284518,0.10372393670973891,0.3459719152585459,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,4,11.701567366731826,2,3.208364792840469e-07,0.07341445327921176,0.41661753200133445,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,5,26.93536615484726,1,2.8668636482461144e-05,0.1567612547307724,0.1406677479283965,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,6,27.010262569000368,2,6.931137073974931e-09,0.030950416097077695,0.07074444578572771,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,7,48.46557542523078,1,5.546991586922363e-06,0.208027191781863,0.10660451313844464,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,8,48.504045312081644,2,4.285972775636613e-09,0.015320384018056438,0.05301123336472767,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,9,76.17209271387827,2,1.1399544082227723e-06,0.11758230795044596,0.13585129783416147,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,10,76.18599101673328,2,1.2352205376010944e-10,0.00806982187879612,0.11841504191188945,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,11,110.07114452039428,2,2.262219916451262e-07,0.08857070705293624,0.09500523030082357,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,12,110.09168556014407,2,8.676452850272277e-10,0.006246897812886821,0.1237282325135056,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,13,150.2223473426654,2,5.850868750437732e-08,0.05226196507339344,0.08718856642993135,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,14,150.2254780542524,2,1.1264961113430453e-08,0.01135018486501675,0.1308398663481679,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,15,196.64026507097492,2,2.5243277860246383e-10,0.0015777410743851494,0.129122987912235,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,16,196.64853368987752,2,2.120787715072909e-08,0.032098123351497435,0.06387301716009289,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,256,1,17,249.3792784112399,2,5.7749536254190755e-09,0.022026966659163903,0.04351006214355544,3.5876224338115827,-2.2820890258906164,-0.3326742305811474
0.3,512,0,0,-0.8140770025232278,2,0.9912012817178028,0.8699289761389863,0.999547046874402,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,1,4.173758882722641,2,0.008553512495397127,0.589202532138695,0.9503202775980901,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,2,4.585325155513054,2,5.694253931081713e-06,0.8448487475037078,0.966923105900484,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,3,19.67814763337367,2,0.00021633995274206383,0.1646291906173679,0.3407353535183349,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,4,19.873234386044942,2,1.6346269759675604e-07,0.08689329261534592,0.22052694193920921,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,5,45.39377906194749,2,1.9077824237254777e-05,0.0620390369831393,0.11898752705924433,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,6,45.5008631445023,2,1.3402879066848749e-09,0.02779496175314548,0.1365849453888373,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,7,81.36467280497536,2,3.0156345764342298e-06,0.059454193023214516,0.10380857714493835,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,8,81.4299105404202,2,2.276184701381502e-11,0.016496156483939817,0.0765051715654284,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,9,127.61090739956404,2,6.451260364747444e-07,0.04830045146106862,0.08003313737250048,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,10,127.65213210190251,2,1.4512388692315587e-11,0.009149390937517652,0.06500056136256277,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,11,184.14598228368988,2,1.7548866211456031e-07,0.04066344966738759,0.06697973385794578,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,12,184.17140601985443,2,1.881171930590893e-09,0.006330586634909813,0.06095537094611048,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,13,250.98295053684507,2,5.83144463311841e-08,0.03141649871977612,0.053781160466307265,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,14,250.99645378025377,2,2.8041359630686627e-12,0.003966652981030208,0.05983852943088364,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,15,328.1316128704624,2,1.957227190736872e-08,0.02327490744666696,0.04301155706854625,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,16,328.143403882093,2,1.8094129734591917e-10,0.002711580628967334,0.05127198188690977,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,0,17,415.6112261531026,2,7.393606976986462e-09,0.01938426820285487,0.036647003451317085,2.773074093811138,-3.0074087922286283,-0.38519429320453397
0.3,512,1,0,-0.7025066994132501,2,0.9853460243714621,0.4071823956614219,0.9971470184032217,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,1,2.2537733122456256,2,0.014193635934566762,0.7415068694309421,0.8966831334415708,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,2,2.5943627460848377,1,1.017396003837244e-06,0.8837739874121288,0.5089945756220485,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,3,11.541374006202926,2,0.00042321689909876557,0.10353058411184674,0.3457580389695005,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,4,11.698112968748,2,3.481517107751339e-07,0.0734678601572564,0.4165453610388809,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,5,26.919820036317763,1,2.8709583796082175e-05,0.1566346072896125,0.14020544683750166,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,6,26.99216620643578,2,4.37644620985888e-09,0.030912177032111833,0.07101643599076365,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,7,48.41476364995202,1,5.563159707527252e-06,0.2077288612615217,0.10642368874173377,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,8,48.454115270142296,2,3.808561433030445e-09,0.015417462623599174,0.052864158820757616,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,9,76.0498238483604,2,1.1458689734140188e-06,0.11719583729117745,0.1365484785209148,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,10,76.06867698071889,2,5.409000912305704e-12,0.008381662942560075,0.11694760865540844,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,11,109.83064963094779,2,2.2852587694531523e-07,0.08934788222075116,0.0957857869016736,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,12,109.84262862308137,2,1.9187225234721034e-10,0.005489430062973603,0.12219157235229648,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,13,149.77221755246205,2,7.026664352750583e-08,0.061162486464815896,0.07119425058335052,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,14,149.77680876143933,2,2.1029996258100624e-10,0.0025042754854984707,0.14622229566875455,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,15,195.88228773989647,2,2.1698638736354807e-08,0.03194930244715512,0.06039422778992529,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,16,195.88233873169878,2,7.396170341856592e-11,0.001807825160792242,0.132124518515223,3.587764272491925,-2.2820890258906164,-0.3326742305811474
0.3,512,1,17,248.16883489621216,2,5.8871478500503125e-09,0.02235310233809935,0.04327110854158707,3.587764272491925,-2.2820890258906164,-0.3326742305811474
1.0,128,0,0,-3.149611948080843,2,0.8965250874629358,0.7826305858577127,0.9892613103296879,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,1,2.1968768697110357,2,0.1011086060629745,0.7299671759582542,0.9375827853944052,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,2,3.288477137311071,2,7.651528540876308e-05,0.8623602783795649,0.9614358290305104,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,3,17.784850861279217,2,0.0020668698647875526,0.1350514021450573,0.3863953563271571,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,4,18.344844998129034,2,2.2671043406716268e-06,0.0755893039549668,0.24093637097952036,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,5,43.642239680461415,2,0.0001822842739985397,0.05294559713698109,0.11515499285487306,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,6,43.9592336090884,2,1.682831697811796e-08,0.024598499373179324,0.13624251785764985,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,7,79.86536807616642,2,2.9357010136570948e-05,0.05556148283656797,0.10096337373147404,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,8,80.08021679072425,2,1.273355029896656e-09,0.015156088333836816,0.07531174893429962,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,9,126.60437556460448,2,6.336779716106277e-06,0.04579675250358373,0.07875435817275071,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,10,126.75754841972787,2,1.0083919043006864e-08,0.008841357990106184,0.06439085266494333,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,11,184.01271677129364,2,1.5416529469508256e-06,0.03552267292179768,0.06715769565681518,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,12,184.11985416569746,2,2.1334993241841737e-07,0.00966566686889913,0.06000433920588289,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,13,252.29599041824414,2,5.413117561636097e-07,0.02904449183809246,0.05318251988381417,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,14,252.31189871718738,2,3.5668930743252006e-08,0.005155584810117744,0.06005695208183523,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,15,331.56733383128676,2,1.834676283541999e-07,0.02219889478071041,0.043183599332576025,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,16,331.637764268787,2,1.0291375763996266e-08,0.00304130716940037,0.05067836916639703,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,0,17,422.149280580598,2,7.176761160935986e-08,0.019095731366599214,0.03646008176132758,2.7725235486343225,-10.023886612317305,-1.28411798395593
1.0,128,1,0,-2.7850624127460044,2,0.8366733342044678,0.25388327981725245,0.9635851132191029,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,1,0.6266732352841446,1,0.15903298600207363,0.9358437081825812,0.8901395062119498,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,2,1.4725952689733748,1,1.1492010525781497e-05,0.9033051616579364,0.47202786559495663,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,3,9.945359260186358,2,0.003955418147289946,0.09336592981683943,0.4128683911144096,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,4,10.375437605630854,2,3.6900190704699946e-06,0.061056790228358034,0.4598822278046713,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,5,25.42819034032141,1,0.00025616400315381984,0.15250301444309147,0.1350981851185998,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,6,25.641634661720158,2,1.0109979028357782e-07,0.026747963327518377,0.06595125315649618,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,7,47.113663084634254,1,5.2708225235674944e-05,0.20118810538476845,0.1025152817251335,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,8,47.225313908106706,2,5.268958061260814e-08,0.013848606064864518,0.05600233979346264,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,9,75.11814691793563,2,1.09191771287856e-05,0.11165830462100033,0.1327881092481395,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,10,75.15150179412248,2,2.806249371448596e-09,0.007156171583844074,0.1250312846878035,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,11,109.49541022532318,2,2.154075966923768e-06,0.08410916902941279,0.09211405602368772,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,12,109.56836443419866,2,1.0164195420196449e-08,0.006162312428956232,0.12716321186032523,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,13,150.48256893287277,2,4.688736740398163e-07,0.04177239900217801,0.09823599780844011,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,14,150.492034946219,2,2.0581261722339907e-07,0.01865247940168756,0.11949823295856701,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,15,198.13165680709722,2,2.449857681761001e-09,0.001466016455955307,0.1293329395116938,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,16,198.17072016404484,2,2.0364230205321363e-07,0.030270636776798875,0.062234311602266314,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,128,1,17,252.66607696982322,2,5.441015088359477e-08,0.020860621781735186,0.0422255037166917,3.587056141384256,-7.597437021043806,-1.1094001230293817
1.0,256,0,0,-3.1497355762823176,2,0.8963956863107073,0.7818659220855517,0.9891693078735022,2.7729637911425575,-10.023886612317305,-1.2839809773484465
1.0,256,0,1,2.1943694982700723,2,0.10122882129657038,0.728928532683072,0.9370665885655568,2.7729637911425575,-10.023886612317305,-1.2839809773484465
1.0,256,0,2,3.286844145270613,2,7.696753642894724e-05,0.8619833198111999,0.961277452746873,2.7729637911425575,-10.023886612317305,-1.2839809773484465
1.0,256,0,3,17.762723577666932,2,0.0020739951845027615,0.1345560983797656,0.38405830592929935,2.7729637911425575,-10.023886612317305,-1.2839809773484465
1.0,256,0,4,18.323893531530317,2,2.1122385739890075e-06,0.0755272215617193,0.23770097364169462,2.7729637911425575,-10.023886612317305,-1.2839809773484465
1.0,256,0,5,43.54572977292952,2,0.0001834937254673532,0.052669473177060395,0.11406003218797275,2.7729637911425575,-10.023886612317305,-1.2839809773484465
1.0,256,0,6,43.86781741607167,2,1.9860046130386642e-08,0.02463113379551033,0.13450767602856295,2.7729637911425575,-10.023886612317305,-1.2839809773484465
1.0,256,0,7,79.59224128081732,2,2.9690395313137753e-05,0.055057629198977776,0.09969822992766172,2.7729637911425575,-10.023886612317305,-1.2839809773484465
1.0,256,0,8,79.79415201864262,2,2.2861413493373928e-10,0.015360481565540953,0.07462913320818662,2.7729637911425575,-10.023886612317305,-1.2839809773484465
